name,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,torque_value,torque_rpm,age
Mahindra KUV 100 mFALCON G80 K8 5str,-0.2305723407342412,-0.6881282829645564,3,1,1,0,-0.3539822331468912,-0.4643701351835696,-0.17834627332143937,5.0,-0.6741199403786952,0.7721858756491243,-0.6283746678836736
Maruti Ertiga SHVS VDI,0.5155531899961215,-0.07082850897366498,1,1,1,2,1.2902176284382652,-0.36172855586195085,0.030993704198601257,7.0,0.36122924638778664,-0.9052492888718036,-0.6283746678836736
Hyundai i20 1.4 CRDi Asta,-0.0331846341918172,-0.4206317142351701,1,1,1,2,0.8978810837586048,-0.057909481069959155,0.07930292978014909,5.0,0.6008085609824034,-0.43929507650487915,0.3552117947431596
Maruti Alto LX,-0.7240416070903012,0.13493808235663216,3,1,1,2,0.046097795967236434,-1.2896084329293849,-1.328105842162278,5.0,-1.3196906097742662,0.25963624204550745,2.8141779513102425
Hyundai i20 2015-2017 Asta 1.4 CRDi,0.322113237584546,0.5464712650172264,1,1,1,0,0.7791476557634441,-0.057909481069959155,0.038401118787772054,5.0,0.6011866461442534,-0.5557836295966102,-0.6283746678836736
Mahindra Verito 1.5 D4 BSIII,-0.6766685575201195,0.5464712650172264,1,1,1,2,0.38164878812747255,0.0755245720481453,-0.7548363652612438,5.0,-0.12599390032585187,-0.6722721826883413,0.6011084103998678
Honda WR-V i-DTEC VX,0.8550600452490908,-0.48236169163425924,1,1,1,0,1.54317145329752,0.15147934074614322,0.3562758231143565,5.0,0.36122924638778664,-0.9052492888718036,-0.8742712835403819
Maruti Swift Dzire ZDI,0.016162292443788803,-0.6881282829645564,1,1,1,0,1.824518054416487,-0.36172855586195085,-0.43599547642302783,5.0,0.239423459709377,-0.6722721826883413,-0.38247805222696524
Maruti SX4 ZDI,0.1642030723506068,-0.029675190707605548,1,1,1,0,0.5107068620352556,-0.36172855586195085,0.040655549314910736,5.0,0.36122924638778664,-0.9052492888718036,0.3552117947431596
Tata Tigor 2017-2020 XZ,-0.0331846341918172,-0.791011578629705,3,1,1,0,0.20096748465657646,-0.46231730359713724,-0.12005314111970491,5.0,-0.6863005190465361,0.7255904544124319,-1.12016789919709
Maruti Baleno Delta 1.2,0.1148561457150008,-0.5852449872994078,3,1,1,0,0.48489524725369865,-0.466422966770002,-0.14291950789497115,5.0,-0.6741199403786952,1.1915446667793563,-0.6283746678836736
Maruti Alto 800 LXI,-0.4773069739122712,-0.9350481925609129,3,1,1,0,1.336678535045067,-1.2896084329293849,-1.2958996917745795,5.0,-1.2344265590993795,0.7255904544124319,-0.8742712835403819
Chevrolet Enjoy TCDi LTZ 7 Seater,-0.4279600472766652,-0.07082850897366498,1,1,1,0,-0.34107642575611274,-0.36172855586195085,-0.44243670650056766,7.0,0.02626333302216017,-0.9052492888718036,0.10931517908645132
Maruti Wagon R LXI Minor,-0.5858702125106044,0.9580044476778207,3,1,1,0,-0.16039512228521663,-0.7456080625248052,-0.6614385291369178,5.0,-1.051717879081765,0.7255904544124319,1.0929016417132844
Maruti Omni E MPI STD BS IV,-0.5167864890978214,-0.996778169960002,3,1,1,0,-0.7024390326979049,-1.2896084329293849,-1.7178002618534305,8.0,-1.356232345777789,-0.20631797032141694,-1.12016789919709
Maruti Vitara Brezza LDi Option,0.3023744669303036,-0.07082850897366498,1,1,1,0,1.2334320759188409,-0.36172855586195085,0.030993704198601257,5.0,0.36122924638778664,-0.9052492888718036,-0.8742712835403819
Fiat Palio 1.2 ELX,-0.8819517723242405,-0.48236169163425924,3,1,1,2,-0.00810659507403267,-0.36172855586195085,-0.18382131888734818,5.0,-0.12599390032585187,-0.322806523413148,2.568281335653534
Maruti Omni 8 Seater BSIV,-0.7240416070903012,-0.791011578629705,3,1,1,2,-1.4251642465814902,-1.2896084329293849,-1.6920353415432716,5.0,-1.3462373892432122,0.25963624204550745,0.3552117947431596
Hyundai i20 1.2 Asta Dual Tone,0.420807090855758,-1.4620575862760699,3,1,1,0,-0.23782996662988573,-0.466422966770002,-0.18382131888734818,5.0,-0.6777741139790474,1.1915446667793563,-1.12016789919709
Maruti Vitara Brezza LDi,0.2628969256218188,-1.1778527703306636,1,1,1,0,1.2334320759188409,-0.36172855586195085,0.030993704198601257,5.0,0.36122924638778664,-0.9052492888718036,-0.8742712835403819
Maruti Alto 800 CNG LXI Optional,-0.368743735313938,-1.3054280569554477,0,1,1,2,3.592613666953114,-1.2896084329293849,-1.5213427444884693,4.0,-1.3440517671099481,0.7255904544124319,-1.3660645148537984
Maruti Alto K10 VXI Airbag,-0.2976841609586654,-1.2025447612902993,3,1,1,0,1.1430914241833923,-0.8749364524700449,-0.6582179140981481,5.0,-0.9786344070747192,0.7255904544124319,-1.3660645148537984
Hyundai Verna VTVT 1.6 SX Option,1.2478615812685148,-1.4083113526205964,3,1,1,0,-0.6508158031347918,0.3423926782843542,1.087355436915114,5.0,-0.23561910833642052,1.9836668278031278,-1.3660645148537984
Datsun GO D,-0.7240416070903012,-0.6469749646984969,3,1,1,0,0.2861458134357128,-0.4643701351835696,-0.6614385291369178,5.0,-0.8081063057249457,1.1915446667793563,-0.6283746678836736
Tata Safari DICOR 2.2 LX 4x2,-0.1812254140986352,-0.2765951003039621,1,1,1,2,-1.44323237692858,1.5494576511065914,1.626164332901311,7.0,1.822898686528702,-0.4858904977415716,0.6011084103998678
Maruti 800 Std,-0.7240416070903012,0.052631445824513304,3,1,1,0,-0.883120336168801,-1.2896084329293849,-1.6276230407678745,4.0,-1.356232345777789,-0.20631797032141694,0.3552117947431596
Jeep Compass 1.4 Limited Plus BSIV,3.125018670486967,-1.4083113526205964,3,1,0,0,-0.908931950950358,-0.11538876549006569,2.3585321927175764,5.0,0.9702581797798348,-0.5557836295966102,-1.3660645148537984
Honda City i VTEC VX,0.8057131186134848,-0.9165291993411862,3,0,1,0,-0.4443228848823388,0.14942650915971084,0.9585308353643197,5.0,-0.30870258034346626,1.7506897216196655,-1.12016789919709
Honda City V MT,-0.1812254140986352,0.26457103489471934,3,0,1,0,-0.7024390326979049,0.14942650915971084,0.9263246849766211,5.0,-0.2965220016756253,1.9370714065664354,0.10931517908645132
Maruti Swift Dzire VXi AT,0.3122438522574248,-1.0317584904861525,3,0,0,0,-0.2636415814114427,-0.466422966770002,-0.141631261879463,5.0,-0.6741199403786952,1.1915446667793563,-1.12016789919709
Maruti Vitara Brezza VDi,0.5984540528668743,-0.8403955605489762,1,0,1,0,1.2334320759188409,-0.36172855586195085,0.030993704198601257,5.0,0.36122924638778664,-0.9052492888718036,-1.12016789919709
Maruti Alto K10 VXI,-0.2503111113884836,-1.2992550592155387,3,0,1,0,1.1430914241833923,-0.8749364524700449,-0.659828221617533,5.0,-0.9786344070747192,0.7255904544124319,-1.12016789919709
Toyota Fortuner 4x4 MT,1.940692431232423,0.07320810495754301,1,0,1,0,-1.799432660914061,3.1978814150117896,2.607485735214486,7.0,2.1030519958890443,-0.29950881279480185,-0.13658143657025695
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,0.3615907788930308,0.5258946058841967,1,0,1,0,-1.685861555875212,2.19609960083279,0.4013644336571347,7.0,0.36122924638778664,-0.29950881279480185,0.10931517908645132
Mercedes-Benz B Class B180,1.841998577961211,-0.9391635243875188,1,0,0,2,-1.2186713283290371,1.475555713995026,1.068031746682495,5.0,0.36122924638778664,-0.08982941722968585,-0.13658143657025695
Honda Amaze S Diesel,-0.1812254140986352,-0.4864770234608652,1,0,1,0,1.336678535045067,0.15147934074614322,0.3572420076259875,5.0,0.36122924638778664,-0.9052492888718036,-0.38247805222696524
Mitsubishi Pajero Sport 4X4,1.1314028344084845,1.5958808808017417,1,0,1,0,-1.5542223204892733,2.1612014638634394,2.834861156951638,7.0,2.797344979955979,-0.43929507650487915,0.10931517908645132
Honda City i DTEC S,0.1642030723506068,-0.3856513937090196,1,0,1,0,1.6722295272053032,0.15147934074614322,0.3562758231143565,5.0,0.36122924638778664,-0.9052492888718036,-0.38247805222696524
Maruti Ciaz Zeta,0.6576723387066669,-0.19428846377184325,3,0,1,0,0.2913081363920241,0.07757740363457767,0.506034422417155,5.0,-0.393966631018353,1.5643080366728959,-1.12016789919709
Honda Jazz VX Diesel,0.016162292443788803,-0.21486512290487297,1,0,1,0,2.0077805193655394,0.15147934074614322,0.3562758231143565,5.0,0.36122924638778664,-0.9052492888718036,-0.38247805222696524
Toyota Innova Crysta 2.8 ZX AT BSIV,2.236773991046059,1.1164447230021495,1,0,0,2,-2.1065908768145847,2.73188864489164,2.704104186377582,7.0,2.3101218332423405,-0.39269965526818673,-0.6283746678836736
Toyota Innova 2.5 G (Diesel) 7 Seater,0.8550600452490908,0.5258946058841967,1,0,1,0,-1.685861555875212,2.19609960083279,0.42068812388975363,7.0,0.36122924638778664,-0.29950881279480185,-0.6283746678836736
Audi A6 2.0 TDI Technology,2.434161697588483,-0.8136459036760376,1,0,0,2,-0.475296822620207,1.11631018636936,2.795247591974769,5.0,2.55373340659916,-0.5557836295966102,0.10931517908645132
Toyota Corolla Altis 1.8 VL CVT,2.1183413671206046,-0.996778169960002,3,0,0,0,-1.3528917251931318,0.7673288166758561,1.626164332901311,5.0,0.03235362235608065,1.1915446667793563,-1.12016789919709
Audi A6 2.0 TDI  Design Edition,2.3157270997859634,-0.48236169163425924,1,0,0,0,-0.2558980969769754,1.11631018636936,3.2271320686738068,5.0,2.797344979955979,-0.322806523413148,0.10931517908645132
Mercedes-Benz New C-Class 220 CDI AT,1.792651651325605,-0.2971717594369918,1,0,0,0,-1.2083466824164146,1.475555713995026,2.6557949607960336,5.0,2.797344979955979,-0.5790813402149565,0.10931517908645132
Tata Manza ELAN Quadrajet BS IV,-0.4970457445665136,0.9580044476778207,1,1,1,0,0.41262272586534077,-0.36172855586195085,0.040655549314910736,5.0,0.36122924638778664,-0.322806523413148,0.6011084103998678
Hyundai i10 Magna,-0.6450865244733316,0.7522378563475236,3,1,1,4,0.2164544535255101,-0.466422966770002,-0.2781853395233047,5.0,-0.7143158499825703,1.1915446667793563,0.6011084103998678
Hyundai i20 Asta 1.4 CRDi,-0.1812254140986352,-0.2765951003039621,1,1,1,0,0.4513401480376753,-0.057909481069959155,0.03936730329940305,5.0,0.5999685882774695,-0.5557836295966102,0.10931517908645132
Maruti Swift Dzire ZDI,0.22341938431333402,1.513574244269623,1,1,1,2,1.824518054416487,-0.36172855586195085,-0.43599547642302783,5.0,0.239423459709377,-0.6722721826883413,-0.38247805222696524
Ford Figo 1.2P Titanium MT,0.1642030723506068,-0.996778169960002,3,1,1,4,-0.35140107166873513,-0.4684757983564344,-0.023756751460486385,5.0,-0.710661676382218,1.1915446667793563,-0.8742712835403819
Maruti Baleno Delta 1.2,0.2628969256218188,-0.8938948742948535,3,1,1,0,0.48489524725369865,-0.466422966770002,-0.14291950789497115,5.0,-0.6741199403786952,1.1915446667793563,-1.3660645148537984
Volkswagen Ameo 1.5 TDI Highline 16 Alloy,0.045770448425152405,-0.6881282829645564,1,1,1,0,0.6397649359430386,0.15147934074614322,0.6749556812006341,5.0,0.9702581797798348,-0.43929507650487915,-0.6283746678836736
Honda City i DTEC VX,0.22341938431333402,1.2666543346732664,1,1,1,0,1.439924994171294,0.15147934074614322,0.3562758231143565,5.0,0.36122924638778664,-0.9052492888718036,-0.38247805222696524
Maruti Wagon R AMT VXI,-0.13582624159387768,-0.8938948742948535,3,1,0,0,0.25517187569784555,-0.8749364524700449,-0.6614385291369178,5.0,-0.9786344070747192,0.7255904544124319,-1.12016789919709
Volkswagen Ameo 1.5 TDI Comfortline,-0.0331846341918172,0.13493808235663216,1,1,1,0,0.5520054456857462,0.15147934074614322,0.6789814499990964,5.0,0.9702581797798348,-0.43929507650487915,-0.8742712835403819
Maruti Vitara Brezza VDi,0.45041524683712164,-0.07082850897366498,1,1,1,0,1.2334320759188409,-0.36172855586195085,0.030993704198601257,5.0,0.36122924638778664,-0.9052492888718036,-0.6283746678836736
Maruti Vitara Brezza ZDi Plus AMT,1.0031008251559088,-1.308514555825402,1,1,0,0,1.2334320759188409,-0.36172855586195085,0.030993704198601257,5.0,0.36122924638778664,-0.9052492888718036,-1.3660645148537984
Hyundai i10 Magna,-0.5562620565292409,-0.2765951003039621,3,1,1,2,0.2164544535255101,-0.466422966770002,-0.2781853395233047,5.0,-0.7143158499825703,1.1915446667793563,0.6011084103998678
Maruti Swift VDI Deca,0.22341938431333402,-0.07082850897366498,1,1,1,0,1.46573660895285,-0.36172855586195085,-0.43599547642302783,5.0,0.239423459709377,-0.6722721826883413,-0.6283746678836736
Toyota Fortuner 4x4 MT,2.335467844317271,0.09378476409057274,1,1,1,2,-1.799432660914061,3.1978814150117896,2.607485735214486,7.0,2.1030519958890443,-0.29950881279480185,-0.38247805222696524
Maruti Swift Star VDI,-0.13187848746302921,0.9580044476778207,1,1,1,2,0.8720694689770477,-0.36172855586195085,-0.43599547642302783,5.0,0.239423459709377,-0.6722721826883413,0.10931517908645132
Maruti Ertiga ZXI,-0.13187848746302921,0.9580044476778207,3,1,1,2,-0.9037696279940468,-0.1051246075579038,0.19846568621463387,7.0,-0.49141126036108074,1.1915446667793563,0.3552117947431596
Tata Indica DLS,-0.9214293136327253,-0.07082850897366498,1,1,1,0,-0.00810659507403267,-0.36172855586195085,-0.18382131888734818,5.0,-0.12599390032585187,-0.322806523413148,2.568281335653534
Volkswagen Vento Diesel Highline,-0.13187848746302921,1.9868374043293062,1,1,1,0,0.2629153601323119,0.3567624993893808,0.5173065750528493,5.0,0.9702581797798348,-0.6722721826883413,0.10931517908645132
Toyota Innova 2.5 VX (Diesel) 8 Seater,1.3485293116051509,1.369537630338415,1,1,1,0,-1.685861555875212,2.19609960083279,0.42068812388975363,8.0,0.36122924638778664,-0.29950881279480185,-0.6283746678836736
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,0.1839418430048492,0.3407046736869293,1,1,1,0,0.8385143697610244,0.15147934074614322,0.3559537616104798,5.0,0.42213213972699143,-0.20631797032141694,-0.38247805222696524
BMW X1 sDrive20i xLine,3.914569496656663,-0.8938948742948535,3,1,0,2,-0.9837856338168719,1.1778951339623314,3.2677118181623066,5.0,1.3356755398150635,0.23633853142716124,-0.6283746678836736
Maruti Celerio ZXI MT BSIV,-0.06279476405024623,-1.3054280569554477,3,0,1,0,0.9236926985401618,-0.8749364524700449,-0.6601502831214097,5.0,-0.9786344070747192,0.7255904544124319,-0.8742712835403819
Datsun GO A Petrol,-0.4773069739122712,-0.502938350767289,3,0,1,0,-0.12942118454734844,-0.4643701351835696,-0.659828221617533,5.0,-0.8081063057249457,1.1915446667793563,-0.6283746678836736
Maruti Alto 800 VXI BSIV,-0.39835189129530163,-0.8527415560287941,3,0,1,0,1.336678535045067,-1.2896084329293849,-1.2958996917745795,5.0,-1.2344265590993795,0.7255904544124319,-0.6283746678836736
Maruti Alto 800 LXI BSIV,-0.4773069739122712,-0.7292816012306158,3,0,1,0,1.336678535045067,-1.2896084329293849,-1.2958996917745795,5.0,-1.2344265590993795,0.7255904544124319,-0.6283746678836736
Maruti Swift VDI BSIV W ABS,-0.0825315608274232,0.09378476409057274,1,0,1,0,-0.00810659507403267,-0.36172855586195085,-0.18382131888734818,5.0,-0.12599390032585187,-0.322806523413148,-0.38247805222696524
Hyundai i10 Era 1.1,-0.4476988179309076,-0.9350481925609129,3,0,1,0,0.07449057222694856,-0.6942872728639958,-0.6276220712298344,5.0,-0.8685219759174369,1.6574988791462806,0.3552117947431596
Maruti Omni 8 Seater BSIV,-0.46743758858515,-0.8527415560287941,3,0,1,0,-1.4251642465814902,-1.2896084329293849,-1.6920353415432716,5.0,-1.3462373892432122,0.25963624204550745,-0.8742712835403819
Maruti Wagon R LXI LPG BSIV,-0.5760008271834832,-0.6058216464324375,2,0,1,0,1.723852756768416,-0.8749364524700449,-0.944852652548665,5.0,-1.1369819297566517,0.7255904544124319,0.8470050260565761
Volkswagen Polo 1.2 MPI Comfortline,-0.122009102135908,-0.6469749646984969,3,0,1,0,-0.7876173614770422,-0.4643701351835696,-0.43599547642302783,5.0,-0.7350228337179,0.9585675605958941,-0.38247805222696524
Hyundai i10 Magna 1.1L,-0.32729231694002897,-0.5852449872994078,3,0,1,2,0.07449057222694856,-0.6942872728639958,-0.6276220712298344,5.0,-0.8685219759174369,1.6574988791462806,-0.38247805222696524
Volkswagen Vento Petrol Highline,0.035901063098031205,-1.2642747386893882,3,0,1,2,-1.1567234528533017,0.3567624993893808,0.5173065750528493,5.0,-0.21125795100073858,1.0051629818325865,0.3552117947431596
Maruti Zen Estilo LXI BSIII,-0.6746946804546953,-0.36919006640259583,3,0,1,0,-0.34107642575611274,-0.8749364524700449,-0.6582179140981481,5.0,-0.9786344070747192,0.7255904544124319,1.0929016417132844
Hyundai i20 Asta Optional with Sunroof 1.2,0.016162292443788803,-0.24573011160441754,3,0,1,0,-0.2636415814114427,-0.466422966770002,-0.15097104549189577,5.0,-0.6899546926468884,1.1915446667793563,0.10931517908645132
Maruti Swift Dzire LDI,0.1642030723506068,1.575304221668712,1,1,1,0,1.824518054416487,-0.36172855586195085,-0.43599547642302783,5.0,0.239423459709377,-0.6722721826883413,-0.6283746678836736
Hyundai Xcent 1.2 Kappa SX Option AT,0.0951173750607584,-0.029675190707605548,3,0,0,0,-0.10877189272210268,-0.466422966770002,-0.17834627332143937,5.0,-0.6863005190465361,1.1915446667793563,-0.6283746678836736
Maruti Alto LX BSIII,-0.7832579190530284,-0.1119818272397244,3,0,1,4,0.046097795967236434,-1.2896084329293849,-1.328105842162278,5.0,-1.3196906097742662,0.25963624204550745,1.3387982573699928
Hyundai i20 1.4 Asta Option,0.41093770552863684,0.7522378563475236,1,1,1,0,0.7791476557634441,-0.057909481069959155,0.038401118787772054,5.0,0.6011866461442534,-0.5557836295966102,-0.8742712835403819
Maruti Wagon R VXI,-0.6549559098004528,0.07320810495754301,3,0,1,2,0.5855605449017696,-0.8749364524700449,-0.659828221617533,5.0,-0.9786344070747192,0.7255904544124319,1.0929016417132844
Tata Manza Aura (ABS) Quadrajet,-0.6253477538190892,0.5464712650172264,1,1,1,2,-0.18620673706677268,-0.36172855586195085,0.07930292978014909,5.0,0.36122924638778664,-0.322806523413148,0.8470050260565761
Maruti Swift VXI,0.19381122833197043,-1.3054280569554477,3,1,1,0,0.43585317916874167,-0.466422966770002,-0.18478750339897917,5.0,-0.698481097714377,1.377926351726126,-1.3660645148537984
Maruti Eeco 7 Seater Standard BSIV,-0.48717635923939245,0.5464712650172264,3,1,1,4,-1.071545124074165,-0.4684757983564344,-0.4682016268107264,7.0,-0.8446480417284686,0.25963624204550745,-0.6283746678836736
Maruti Baleno Zeta 1.2,0.1839418430048492,-0.791011578629705,3,1,1,0,0.48489524725369865,-0.466422966770002,-0.14291950789497115,5.0,-0.6741199403786952,1.1915446667793563,-1.12016789919709
Mahindra Scorpio VLX AT AIRBAG BSIV,0.21354999898621282,-0.07082850897366498,1,1,0,2,-1.9956009332538915,1.5494576511065914,1.045487441411106,8.0,1.4574813264934732,-0.39269965526818673,-0.13658143657025695
Ford Freestyle Titanium Petrol BSIV,-0.2305723407342412,-1.4083113526205964,3,1,1,2,-0.13458350750365966,-0.47258146152929914,0.23002771359457858,5.0,-0.6132170470394903,1.4245217729628186,-1.6119611305105066
Hyundai Verna VTVT 1.6 SX,0.6892543717534547,-0.7333969330572218,3,1,1,0,-0.6508158031347918,0.3423926782843542,1.087355436915114,5.0,-0.23561910833642052,1.9836668278031278,-0.8742712835403819
Volkswagen Passat 1.8 TSI MT,0.3615907788930308,0.8345444928796424,3,1,1,0,-1.3477294022368203,0.7673288166758561,2.3337334569190484,5.0,0.9702581797798348,0.25963624204550745,0.8470050260565761
Tata Indica Vista Aura 1.2 Safire (ABS) BS IV,-0.4279600472766652,-0.5235150099003186,3,1,1,0,-0.960555180513471,-0.5177437564308114,-0.7258508299123149,5.0,-0.9055509350676734,0.25963624204550745,0.8470050260565761
Mahindra XUV500 W11 Option AWD,2.335467844317271,-0.8527415560287941,1,1,1,0,-1.1412364839843676,1.5494576511065914,2.1727027049805554,7.0,2.3101218332423405,-0.4159973658865329,-1.3660645148537984
Tata Indigo CS LS (TDI) BS-III,-0.27991926736984724,0.5464712650172264,1,1,1,0,-0.11135305420025875,-0.03943399679206777,-0.5967041668576435,5.0,-0.4305083670218759,-0.20631797032141694,-0.6283746678836736
Hyundai Verna 1.6 SX,0.010240661247516082,1.575304221668712,1,1,1,2,0.7223621032440198,0.3239171940064628,1.2490303118613606,5.0,1.0896278507246764,-0.3694019446498405,0.10931517908645132
Hyundai i20 Magna 1.4 CRDi (Diesel),-0.12793270720924615,-0.09140516810669469,1,1,1,0,0.6139533211614817,-0.057909481069959155,0.03936730329940305,5.0,0.5999685882774695,-0.5557836295966102,0.10931517908645132
Toyota Corolla Altis G,-0.4279600472766652,0.5464712650172264,3,1,1,2,-1.2883626882392403,0.7673288166758561,1.6284187634284497,5.0,0.03235362235608065,1.1915446667793563,1.0929016417132844
Maruti Celerio VXI,-0.0825315608274232,-1.2436980795563586,3,1,1,0,0.5442619612512789,-0.8749364524700449,-0.6601502831214097,5.0,-0.9786344070747192,0.7255904544124319,-1.6119611305105066
Maruti Vitara Brezza ZDi Plus Dual Tone,0.51950094412697,-0.2765951003039621,1,1,1,0,1.2334320759188409,-0.36172855586195085,0.030993704198601257,5.0,0.36122924638778664,-0.9052492888718036,-0.6283746678836736
Maruti Swift Dzire VXI,0.1543336870234856,-0.6881282829645564,3,1,1,0,0.342931365955138,-0.466422966770002,-0.141631261879463,5.0,-0.6741199403786952,1.1915446667793563,-0.8742712835403819
Maruti Wagon R VXI BS IV,-0.1516172581172716,-0.791011578629705,3,1,1,0,0.25517187569784555,-0.8749364524700449,-0.6601502831214097,5.0,-0.9786344070747192,0.7255904544124319,-0.8742712835403819
Maruti Swift VDI BSIV,-0.4279600472766652,0.9580044476778207,1,1,1,2,-0.00810659507403267,-0.36172855586195085,-0.18382131888734818,5.0,-0.12599390032585187,-0.322806523413148,0.8470050260565761
Nissan Terrano XL 85 PS,-0.2305723407342412,-0.07082850897366498,1,1,1,4,0.239684906828911,0.0755245720481453,-0.12037520262358206,5.0,0.36122924638778664,-0.7654630251617263,-0.13658143657025695
Hyundai Creta 1.6 CRDi SX,1.2300966876796966,-0.48236169163425924,1,1,1,0,0.03835431153277007,0.3239171940064628,1.245165573814837,5.0,1.09084590859146,-0.3694019446498405,-0.6283746678836736
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,0.6576723387066669,0.05549160144400443,1,1,1,0,0.8978810837586048,0.15147934074614322,0.367870037253928,5.0,0.42213213972699143,-0.20631797032141694,-0.8742712835403819
Maruti Swift Dzire VDi,-0.2897886526969684,2.089720699994455,1,1,1,1,-0.05714866315898964,-0.36172855586195085,-0.4392160914617975,5.0,0.239423459709377,-0.6722721826883413,0.3552117947431596
Renault KWID 1.0,-0.3292661940054532,-0.996778169960002,3,1,1,0,0.9004622452367608,-0.8728836208836125,-0.6614385291369178,5.0,-0.9664538284068782,1.4245217729628186,-1.12016789919709
Maruti Celerio VXI,-0.3095274233512108,-0.6881282829645564,3,1,1,2,0.9236926985401618,-0.8749364524700449,-0.6601502831214097,5.0,-0.9786344070747192,0.7255904544124319,-0.38247805222696524
Maruti Alto LXi,-0.812866075034392,-0.17371180463881353,3,1,1,1,0.046097795967236434,-1.2896084329293849,-1.328105842162278,5.0,-1.3196906097742662,0.25963624204550745,1.3387982573699928
Maruti Ertiga VDI,0.21354999898621282,0.3407046736869293,1,1,1,2,0.32228207412989224,-0.36172855586195085,0.03936730329940305,7.0,0.36122924638778664,-0.9052492888718036,0.10931517908645132
Hyundai Santro Xing GLS,-0.7536497630716649,0.13493808235663216,3,1,1,2,-0.4133489471444706,-0.6942872728639958,-0.8192486660366407,5.0,-0.9043328772008894,0.25963624204550745,1.0929016417132844
Maruti Ertiga VDI,0.3615907788930308,0.7522378563475236,1,1,1,2,0.32228207412989224,-0.36172855586195085,0.03936730329940305,7.0,0.36122924638778664,-0.9052492888718036,-0.38247805222696524
Honda Amaze S i-VTEC,0.3418520082387884,-1.484383261435407,3,0,1,0,-0.4443228848823388,-0.4643701351835696,-0.026977366499256056,5.0,-0.747203412385741,1.6574988791462806,-1.3660645148537984
Audi Q5 35TDI Premium Plus,6.826038168157417,-0.8568568878554,1,0,0,0,-0.6482346416566358,1.11631018636936,3.235505667774608,5.0,2.797344979955979,-0.322806523413148,-1.12016789919709
